institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),33651,36365,74906,78160,47452,48145,33651,47078,47234,47234,68519,108065,147810,147810,101652,112784,74605,86791,110939,136541,43157,43157,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,20348,20348,79919,79919,54829,54829,46770,46770,45296,50062,89666,89666,20348,128475,125647,125647,20348,96997,114060,114060,43053,55882,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,46732,46732,70193,106925,71934,95534,46732,46732,84093,84093,102409,102409,46732,46732,121825,141029,103649,105857,136200,136200,72554,75236,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,44449,44556,78281,78281,56435,56435,44449,44556,53434,56471,44449,111845,44449,44556,124073,124073,92597,92597,100486,144662,49180,49180,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,62322,131181,133732,133732,108116,131181,62322,131181,81662,131181,62322,131181,62322,131181,138695,141073,62322,131181,135940,149504,109045,131181,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,29578,29578,65308,75866,42354,42804,92127,92127,38366,38366,63973,97637,95958,95958,95759,95759,73569,73569,108756,133611,34158,34158,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30827,32551,59447,69158,42733,42733,107661,134262,39544,39544,60589,78523,30827,88679,100566,114774,74185,74185,114335,128188,36348,36348,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48088,49450,94227,104866,60951,60951,133220,133220,58267,58267,105095,113932,137389,137389,137072,140474,96574,96574,137113,145276,56900,56900,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,63524,67948,63524,133327,81303,81800,63524,67948,77422,77422,119328,120972,63524,67948,139128,139128,113256,113256,136980,144656,73276,73276,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),115878,115878,148598,148598,150707,150707,115878,115878,115878,143573,115878,115878,115878,142504,146420,146420,144752,144752,145011,145011,115878,115878,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,124047,124047,126372,145503,124047,124047,124047,124047,133631,133631,124047,124047,127690,127690,145823,145823,136797,147729,138934,138934,124047,124047,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,115855,115855,123183,123183,115855,142525,115855,115855,115855,149677,115855,115855,115855,115855,147631,147631,139829,139829,150278,150278,115855,115855,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),109552,109552,116404,125617,113371,131008,109552,109552,122133,144069,109552,135226,109552,109552,144738,150736,142847,146025,137038,139874,109552,120454,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,123377,123377,123377,140357,123377,145613,123377,123377,123377,125385,123377,123377,148106,148106,147687,147687,151479,151479,138016,138016,123377,123377,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,119211,119211,119211,149385,119211,119211,119211,119211,119211,119211,119211,149874,119211,119211,145515,145515,119211,147864,151569,151569,119211,119211,JNTUH
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),10819,11738,25303,25303,13335,14871,10819,83109,14844,14844,10819,11738,10819,138279,48232,48232,33895,33895,35803,53904,11376,12307,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CIV,CIVIL ENGINEERING,36361,36361,63175,128091,60087,60087,36361,36361,54943,54943,41018,41018,36361,36361,107150,134876,55912,55912,81549,93547,42240,57443,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),8298,8543,24492,24492,11770,13631,8298,8543,11597,12247,15561,23479,8298,8543,41236,41998,27931,27931,36135,48360,9118,9118,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,7423,7796,23355,23355,11122,12587,40044,40044,10519,11927,15888,19025,43145,43145,36879,39487,24782,26088,30712,39268,8741,9023,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,9864,10000,30123,30123,13653,14349,9864,10000,13738,13738,24475,24475,9864,10000,43516,46930,33325,33325,42651,51134,10273,11047,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),7444,7444,18942,24559,9802,11680,7444,7444,9716,10052,11905,19935,7444,66242,30232,30232,24354,24354,31525,44509,8372,9055,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,13415,13647,39035,39035,19657,19657,58009,115303,17857,19264,33692,38006,64460,64460,66898,66898,38052,39708,50550,58986,15585,15585,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,20775,21613,53163,66805,28281,28281,20775,21613,25463,30110,36442,36442,20775,21613,75703,90336,63768,71358,62019,79399,24455,30714,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,11548,11632,33759,33759,15880,15880,71368,84182,16269,16269,25416,25416,95322,140105,61804,61804,41031,41273,49091,62728,12571,12571,OU
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,36958,51480,70690,126562,53118,84845,36958,51480,45301,71955,82725,84097,36958,51480,107635,149118,68224,95577,80409,140225,45580,66441,OU
NGIT,NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,9940,10492,26881,26881,14579,15313,25546,25546,13483,13483,26728,26728,83269,83269,59999,60000,38722,40087,56999,59910,11183,11550,OU
NGIT,NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),10370,10370,25799,27697,15305,15552,10370,20867,14502,14502,27858,27858,10370,115823,56866,58255,37882,37882,60545,65846,11203,12484,OU
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,115926,115926,147726,147726,115926,115926,115926,115926,115926,115926,115926,115926,115926,115926,115926,115926,144995,144995,144733,144733,115926,115926,JNTUH
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,151276,151276,87788,87788,87788,87788,87788,87788,JNTUH
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,CIV,CIVIL ENGINEERING,56848,56848,148630,148630,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,68676,68676,96509,114782,105903,105903,85605,85605,96014,101591,99599,99599,68676,143784,148491,148491,135648,138258,131041,138419,109549,118225,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96542,109527,118126,133415,107361,113259,96542,109527,107499,135325,117791,117791,96542,109527,150945,150945,141953,141953,150519,150519,108652,122626,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,151259,151259,142098,149067,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,77571,77571,122217,122217,111399,111399,95735,95735,88970,88970,125988,125988,77571,77571,142516,149433,97652,141960,112101,146455,101910,101910,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44432,44432,74381,97958,58577,59737,91452,91452,54433,55535,80203,86942,125639,125639,123247,135558,97574,106876,136108,140067,51411,51411,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,39577,39577,88453,96927,51164,56305,51421,51421,51355,51355,77554,115042,117426,117426,116233,125045,82271,94815,118874,137807,48012,48012,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),41121,43089,82504,96084,56106,56106,54061,54061,52878,53687,81964,130594,151027,151027,115860,126513,96555,104608,134805,142384,50118,50118,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57919,61332,123016,127855,73507,74485,57919,61332,71407,71407,124724,133301,57919,61332,140851,142914,112768,137273,139361,146402,67712,69032,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,CIV,CIVIL ENGINEERING,82265,82265,132559,132559,105627,127573,82265,82265,98480,116788,82265,134417,82265,82265,140436,141419,135452,135452,143353,143353,109814,109814,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47905,50125,93955,99096,62035,63573,51945,51945,60725,61450,100080,100080,51186,51186,137922,139213,84913,84913,137687,146394,58889,58889,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,46967,46967,85243,85243,60789,60789,99108,123092,57423,58748,96520,114438,150267,150267,134463,134463,101448,101448,136264,142137,57529,57529,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44589,44589,90488,90488,58534,61891,58510,58510,58082,58082,77618,111708,138925,138925,135928,136975,105668,106363,137418,145728,57514,57514,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55664,57634,103379,111169,72435,74877,55664,57634,70988,70988,113987,113987,55664,146780,140813,145132,126115,126115,140238,149251,63265,63265,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65675,65675,97944,97944,95539,95539,65675,65675,85723,95478,86536,135181,65675,65675,140948,148821,108161,108161,143184,143184,89615,89615,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,51598,52553,94375,108683,70187,70187,63110,63110,62889,62889,99133,100885,51598,52553,137428,137428,94969,111871,139031,147346,60157,60157,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGU DA,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,72299,80363,110109,110109,90002,119875,72299,80363,89470,94087,126649,126649,72299,80363,142049,145953,126492,126492,141085,144912,92735,102313,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,87570,103171,131469,131469,114132,129789,87570,122809,107305,119355,87570,130359,95743,103171,147581,147581,87570,141797,144251,144371,131276,131276,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,40155,40370,90055,90055,52630,53588,91156,96836,52648,52648,71507,93934,41340,125682,127905,127905,77917,77917,126030,137625,48085,48085,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),42471,42471,93540,93540,53479,57020,42471,42471,54359,54359,75257,84482,42471,42471,130321,130321,82467,83345,132261,143823,49505,49505,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63023,63216,123290,123290,78447,78447,77332,77332,76934,79219,131056,134414,141570,141570,140980,148014,121368,136636,139461,147746,74713,74713,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,84333,84333,99392,114909,96617,114107,84333,84333,98409,98409,106798,106798,84333,84333,146829,149365,137049,137538,143424,143579,93992,105006,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,89638,89638,120953,120953,135384,135384,116708,116708,115411,122170,132068,132068,89638,148616,150379,151076,142227,142227,147039,148663,104889,120347,JNTUH
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2026,2439,5839,5839,3115,3433,2026,2439,3153,3787,4371,6960,2026,2439,10268,10268,6884,6884,9426,10146,3072,3072,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,BME,BIO-MEDICAL ENGINEERING,18493,18493,25889,25889,32528,32528,18493,39241,19161,19161,29833,29833,18493,25125,40651,49924,50385,50385,60434,60434,28933,35801,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,CIV,CIVIL ENGINEERING,12281,12817,24556,24556,17173,17448,12281,12817,18397,18397,27222,27222,12281,12817,32004,32004,18466,18466,21554,21870,26856,31771,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,1221,1600,3315,5389,2198,2198,4120,4120,2071,2508,1641,4527,11310,11310,6963,6963,3718,4970,8401,8401,1474,2522,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3144,3638,7400,7400,4844,4844,3144,3638,4431,4431,4375,9596,3144,3638,12142,12179,7855,7855,9229,10325,4791,6261,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,5906,6595,14006,14006,8985,10421,18276,18276,9383,11670,12241,12241,70709,70709,16443,16443,9139,12134,12973,13388,9552,11263,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,MEC,MECHANICAL ENGINEERING,10558,15597,24940,40847,16391,16844,10558,23886,18059,20418,13962,83917,10558,15597,37252,37984,16036,18202,26308,26308,15497,17359,OU
OUCE,O U COLLEGE OF ENGG HYDERABAD,HYDERABAD,HYD,COED,UNIV,MIN,MINING ENGINEERING,29586,35338,87557,87557,47948,59724,29586,35338,30924,51457,80526,119388,29586,35338,71504,71504,67542,67542,56414,71755,49131,69871,OU
OUCT,O U COLLEGE OF TECH HYDERABAD,HYDERABAD,HYD,COED,UNIV,CHE,CHEMICAL ENGINEERING,20830,20830,56234,56234,24591,32334,36158,36158,30554,30554,35910,54349,54022,54022,71194,71194,35685,57938,43809,44714,28750,50718,OU
OUCT,O U COLLEGE OF TECH HYDERABAD,HYDERABAD,HYD,COED,UNIV,FDT,FOOD TECHNOLOGY,40320,40320,85214,85214,56945,56945,40320,40320,63367,63367,76971,128421,139438,139438,106398,106398,71270,119619,84367,88844,69527,69527,OU
OUCT,O U COLLEGE OF TECH HYDERABAD,HYDERABAD,HYD,COED,UNIV,TEX,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,55833,55833,107662,107662,84436,90443,63920,63920,78018,78018,130015,130015,126382,126382,125613,138050,89491,89491,102400,114298,104513,104513,OU
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CIV,CIVIL ENGINEERING,100149,100149,134328,134328,121118,131451,100149,100149,130371,130371,113756,113756,100149,100149,143121,143121,100149,146703,140266,143444,100149,100149,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),62803,62803,108024,108024,82713,87007,62803,62803,76976,81327,69806,107951,62803,62803,136892,141631,98521,98521,139993,144556,77263,77263,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60330,60358,103320,103320,81844,81844,60330,60358,74993,74993,60330,101497,65196,65196,137635,137635,101439,107725,137989,142453,76689,76689,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,56470,56470,92429,100229,72182,72182,56470,128567,66160,66160,90407,99028,56470,56470,98519,136266,101045,123694,137162,142679,72510,75068,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),55489,55489,92428,113511,74542,78726,58357,58357,63771,65561,63578,63578,150999,150999,134965,134965,109237,124668,133011,148047,61102,63674,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69516,74987,134984,134984,86916,88499,69516,74987,84266,85587,134794,135170,69516,74987,140718,140718,136906,139186,136605,149987,85554,85554,JNTUH
PALV,PALLAVI ENGINEERING COLLEGE (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,81411,81411,104620,105094,115673,115673,81411,96419,91753,95426,91882,91882,81411,135685,142249,142249,81411,138115,139973,139973,112019,112019,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CIV,CIVIL ENGINEERING,NA,107189,NA,126674,NA,123272,NA,107189,NA,123736,NA,132140,NA,147410,NA,147400,NA,144233,NA,140290,NA,126693,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,81434,NA,123413,NA,99904,NA,86060,NA,91089,NA,134627,NA,81434,NA,142794,NA,138923,NA,149093,NA,101586,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,69325,NA,117059,NA,86721,NA,69696,NA,82962,NA,131678,NA,70351,NA,136770,NA,124915,NA,139652,NA,93152,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,64435,NA,102208,NA,88302,NA,76736,NA,82848,NA,123827,NA,79739,NA,138113,NA,138015,NA,142025,NA,98878,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,88558,NA,108344,NA,106110,NA,88558,NA,102781,NA,105699,NA,88558,NA,145021,NA,141138,NA,150564,NA,109545,JNTUH
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,77816,NA,123483,NA,134862,NA,114459,NA,109815,NA,101073,NA,102403,NA,132589,NA,133748,NA,146338,NA,134779,JNTUH
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,88658,NA,134690,NA,122555,NA,108209,NA,105722,NA,122845,NA,88658,NA,151042,NA,145109,NA,150833,NA,124096,JNTUH
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,65499,NA,99963,NA,110394,NA,93748,NA,94774,NA,88906,NA,95372,NA,150848,NA,150236,NA,151553,NA,116322,JNTUH
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,98148,NA,117569,NA,124845,NA,98148,NA,130410,NA,98148,NA,98148,NA,149754,NA,98148,NA,146984,NA,130832,JNTUH
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,JNTUH
PUCE,UNIVERSITY COLLEGE OF ENGINEERING PALAMURU UNIVERSITY,MAHABUBNAG AR,MBN,COED,UNIV,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),84898,84898,129229,129229,127669,133726,112382,112382,106269,106269,114577,132369,146473,146473,145934,145934,95860,151069,142313,148092,127063,129283,PLMU
PUCE,UNIVERSITY COLLEGE OF ENGINEERING PALAMURU UNIVERSITY,MAHABUBNAG AR,MBN,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,53054,53054,110547,134785,80897,80897,64685,64685,75272,75272,56989,76718,53054,53054,120331,120331,86184,86184,123021,144779,110768,128429,PLMU
PUCE,UNIVERSITY COLLEGE OF ENGINEERING PALAMURU UNIVERSITY,MAHABUBNAG AR,MBN,COED,UNIV,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),69411,69411,113224,113224,106589,106589,69411,69411,96901,96901,130781,130781,96942,96942,144032,144032,140034,151503,145667,149287,127890,134404,PLMU
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,59243,NA,114841,NA,88170,NA,76989,NA,74952,NA,133516,NA,141685,NA,140540,NA,117759,NA,150675,NA,79903,JNTUH
